id,id_footprint,latitude,longitude,country,city,material,material_RUBIC_AI,llrs,llrs_RUBIC_AI,code_level,code_level_RUBIC_AI,n_stories,n_stories_RUBIC_AI,occupancy,occupancy_RUBIC_AI,block_position,block_position_RUBIC_AI,roof_shape,roof_shape_RUBIC_AI,roof_material,roof_material_RUBIC_AI,taxonomy,image filename or link
32,0e8e8696-93bc-48f5-9787-959703b17ba1,38.69786891,-9.213069434,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDN,CDN,2,1,GOV,RES,BPD,BP2,RSH3,RSH1,RMT1,RMN,MCF/LWAL/CDN/H:2/BPD/RSH3+RMT1/GOV,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69786891,-9.21306943&heading=145.80314962641728&pitch=5&fov=120"
33,2e158ec9-42da-4ce1-9fee-b1d36f95862b,38.70034135,-9.20524177,Portugal,Lisbon,MUR,MUR,LWAL,LWAL,CDL,CDL,2,2,RES,RES,BP1,BPD,RSH3,RSH2,RMT1,RMT1,MUR/LWAL/CDL/H:2/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70034135,-9.20524177&heading=301.32676554061885&pitch=5&fov=120"
35,917d9095-7a96-456c-9c7e-14d656be2ce2,38.6966437,-9.217165582,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDN,2,2,RES,RES,BP2,BP1,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6966437,-9.21716558&heading=85.76211526578629&pitch=5&fov=120"
36,aaad3adc-35fd-4879-a933-e488e7b8791d,38.6949976,-9.218651071,Portugal,Lisbon,CR,MUR,LFINF,LWAL,CDL,CDL,1,2,COM,COM,BP1,BP1,RSH2,RSH2,RMT6,RMT1,CR/LFINF/CDL/H:1/BP1/RSH2+RMT6/COM,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6949976,-9.21865107&heading=16.135192171151118&pitch=5&fov=120"
38,c359cf5f-52ed-45f2-96f9-f28074c6db5f,38.69935553,-9.204686185,Portugal,Lisbon,MUR,MUR,LWAL,LWAL,CDN,CDN,1,1,RES,IND,BP2,BP1,RSH2,RSH1,RMT1,RMN,MUR/LWAL/CDN/H:1/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69935553,-9.20468618&heading=122.0849357452413&pitch=5&fov=120"
39,a6cb03a5-8d1b-469b-9f94-fb10826cc825,38.69782352,-9.201793084,Portugal,Lisbon,MCF,MCF,LWAL,LWAL,CDL,CDH,3,1,RES,IND,BP2,BPD,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:3/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69782352,-9.20179308&heading=42.10751299286244&pitch=5&fov=120"
40,34b03e6b-705d-4df1-95b6-1c8345089f8d,38.69714481,-9.203243904,Portugal,Lisbon,CR,MUR,LFM,LWAL,CDL,CDL,2,2,COM,COM,BP2,BP2,RSH2,RSH2,RMT1,RMT1,CR/LFM/CDL/H:2/BP2/RSH2+RMT1/COM,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69714481,-9.2032439&heading=67.50057856966839&pitch=5&fov=120"
41,a61cecff-7738-481b-9158-96a6d87b594b,38.69700612,-9.217991949,Portugal,Lisbon,CR,MCF,LFM,LWAL,CDM,CDN,2,1,RES,RES,BP2,BPD,RSH2,RSH2,RMT1,RMT1,CR/LFM/CDM/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69700612,-9.21799195&heading=272.7869554726753&pitch=5&fov=120"
42,23e3357b-66d6-4882-a106-282ee9795154,38.700589,-9.22492685,Portugal,Lisbon,CR,MUR,LFINF,LWAL,CDL,CDL,4,4,RES,RES,BPD,BP1,RSH1,RSH2,RMN,RMT1,CR/LFINF/CDL/H:4/BPD/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.700589,-9.22492685&heading=302.9470706236541&pitch=5&fov=120"
43,5f88e634-646f-455a-a14f-e978291305d5,38.70215447,-9.203567023,Portugal,Lisbon,CR,MUR,LFM,LWAL,CDL,CDN,4,4,MIX(RES;COM),MIX(RES;COM),BP2,BP1,RSH3,RSH2,RMT1,RMT1,CR/LFM/CDL/H:4/BP2/RSH3+RMT1/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70215447,-9.20356702&heading=44.10614514211977&pitch=5&fov=120"
44,f9ddf066-c48d-4899-bf4e-e44dd3d914d8,38.70492862,-9.202600714,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDN,3,3,RES,RES,BP1,BP1,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:3/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70492862,-9.20260071&heading=239.3256199548889&pitch=5&fov=120"
46,01feb31d-4c67-4279-8c43-44354ac905a5,38.7010371,-9.20572867,Portugal,Lisbon,MCF,MCF,LWAL,LWAL,CDL,CDL,2,2,RES,RES,BP1,BP1,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7010371,-9.20572867&heading=318.0777335855515&pitch=5&fov=120"
49,7d5b9a86-99d0-46ec-92cb-0e64674b48b7,38.69492601,-9.213237963,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDL,3,3,RES,RES,BP2,BP2,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:3/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69492601,-9.21323796&heading=53.584551240010796&pitch=5&fov=120"
52,96295b7a-f213-42d1-b01d-38e66de037ff,38.7011457,-9.205029321,Portugal,Lisbon,MCF,MCF,LWAL,LWAL,CDL,CDH,2,2,RES,RES,BPD,BPD,RSH3,RSH1,RMT1,RMN,MCF/LWAL/CDL/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7011457,-9.20502932&heading=318.2687434792016&pitch=5&fov=120"
53,ce6cf89e-fbb2-484f-8e2b-d5ff284b7ee2,38.7019707,-9.20518678,Portugal,Lisbon,MUR,MUR,LWAL,LWAL,CDL,CDL,1,1,RES,RES,BP2,BP2,RSH2,RSH2,RMT1,RMT1,MUR/LWAL/CDL/H:1/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7019707,-9.20518678&heading=319.68704542392345&pitch=5&fov=120"
54,0aa497c7-bc6c-4a18-b7cc-21d6a96eaa13,38.6993693,-9.2126602,Portugal,Lisbon,CR,MUR,LFM,LWAL,CDL,CDN,3,2,EDU,IND,BPD,BP1,RSH3,RSH1,RMT1,RMN,CR/LFM/CDL/H:3/BPD/RSH3+RMT1/EDU,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6993693,-9.2126602&heading=137.2048634788381&pitch=5&fov=120"
55,b05b7f25-0d9e-4c2b-a0cf-32db4b2efb5d,38.69794895,-9.192761132,Portugal,Lisbon,CR,CR,LFINF,LFM,CDL,CDL,4,4,MIX(RES;COM),MIX(RES;COM),BP1,BP2,RSH2,RSH2,RMT1,RMT1,CR/LFINF/CDL/H:4/BP1/RSH2+RMT1/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69794895,-9.19276113&heading=225.17351541016808&pitch=5&fov=120"
56,0217ef85-1c0c-404e-8962-f5c0b402d0bc,38.69695062,-9.216211555,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDL,2,2,RES,RES,BP1,BPD,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69695062,-9.21621156&heading=83.6521022906827&pitch=5&fov=120"
58,a517537a-c461-4037-9733-6158af9d8dab,38.69985954,-9.20386228,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDL,2,2,RES,COM,BPD,BP1,RSH3,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69985954,-9.20386228&heading=60.82985460865888&pitch=5&fov=120"
59,6ea4a86a-850b-41b6-a05d-25560ed75381,38.70035029,-9.218517117,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDN,2,2,RES,RES,BPD,BPD,RSH3,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70035029,-9.21851712&heading=211.26403632559038&pitch=5&fov=120"
60,410fa1a3-8b11-47d0-875d-7472ba47f0a8,38.6974166,-9.193217209,Portugal,Lisbon,MCF,CR,LWAL,LFINF,CDL,CDL,2,1,RES,COM,BP1,BPD,RSH3,RSH1,RMT1,RMN,MCF/LWAL/CDL/H:2/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6974166,-9.19321721&heading=230.217265067913&pitch=5&fov=120"
62,f823075f-4493-41d6-8aa0-1f7c5657448f,38.69814976,-9.192836121,Portugal,Lisbon,MUR,MUR,LWAL,LWAL,CDN,CDN,1,1,RES,RES,BP1,BP2,RSH2,RSH1,RMT1,RMN,MUR/LWAL/CDN/H:1/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69814976,-9.19283612&heading=186.19637539446558&pitch=5&fov=120"
64,fb14d4d0-b061-4368-9e04-07adbb7ebe59,38.69954505,-9.21730195,Portugal,Lisbon,CR,MUR,LFM,LWAL,CDM,CDN,2,1,RES,RES,BPD,BPD,RSH3,RSH3,RMT1,RMT1,CR/LFM/CDM/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69954505,-9.21730195&heading=283.787582285436&pitch=5&fov=120"
65,704d8806-4119-4e23-b358-75085cebdf44,38.69582577,-9.213491723,Portugal,Lisbon,CR,MUR,LFINF,LWAL,CDL,CDN,3,3,RES,RES,BP2,BP1,RSH1,RSH1,RMN,RMN,CR/LFINF/CDL/H:3/BP2/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69582577,-9.21349172&heading=39.06850446664566&pitch=5&fov=120"
66,fa4b234a-dda3-4b8c-beb4-9cf2a0a5666e,38.69721035,-9.19482351,Portugal,Lisbon,CR,MCF,LFM,LWAL,CDM,CDM,3,1,COM,IND,BPD,BP2,RSH2,RSH2,RMT1,RMT1,CR/LFM/CDM/H:3/BPD/RSH2+RMT1/COM,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69721035,-9.19482351&heading=65.9997946492607&pitch=5&fov=120"
68,6187bb15-e9d2-48eb-ab21-49df88685e39,38.69580386,-9.222555681,Portugal,Lisbon,CR,MUR,LFM,LWAL,CDL,CDN,3,3,RES,MIX(RES;COM),BP2,BP1,RSH2,RSH1,RMT1,RMN,CR/LFM/CDL/H:3/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69580386,-9.22255568&heading=181.9193409017014&pitch=5&fov=120"
69,efec6770-b599-48eb-83af-b482acb6a44e,38.69879287,-9.192071818,Portugal,Lisbon,CR,CR,LFM,LFINF,CDL,CDN,3,3,RES,COM,BP3,BP3,RSH1,RSH1,RMN,RMN,CR/LFM/CDL/H:3/BP3/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69879287,-9.19207182&heading=209.7987140209475&pitch=5&fov=120"
70,d3f0ddea-8a9f-41e5-97a6-b11c9e4afeda,38.69743943,-9.217019517,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDL,2,2,RES,RES,BP2,BPD,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69743943,-9.21701952&heading=90.32627664476485&pitch=5&fov=120"
73,dfad5a27-21b0-4380-a35f-a9f31b311fcd,38.69983427,-9.219431528,Portugal,Lisbon,MUR,,LWAL,,CDN,,2,,RES,,BPD,,RSH1,,RMN,,MUR/LWAL/CDN/H:2/BPD/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69983427,-9.21943153&heading=302.4787773133165&pitch=5&fov=120"
74,c8aab20a-6f6f-4f58-b7ef-68ad21c9247a,38.69958559,-9.215576308,Portugal,Lisbon,CR,,LFM,,CDM,,2,,RES,,BPD,,RSH3,,RMT1,,CR/LFM/CDM/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69958559,-9.21557631&heading=350.607985092018&pitch=5&fov=120"
75,5536ea18-22a7-4562-8e06-0d0435fd69d4,38.69944291,-9.219659679,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDL,2,2,RES,RES,BP2,BPD,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69944291,-9.21965968&heading=296.16165803689034&pitch=5&fov=120"
76,14890500-9f37-43a9-8670-7dbc0c1558a9,38.70349381,-9.204058215,Portugal,Lisbon,MCF,MCF,LWAL,LWAL,CDN,CDN,1,1,RES,COM,BP2,BP1,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDN/H:1/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70349381,-9.20405821&heading=93.03709521240575&pitch=5&fov=120"
77,58e93abf-d8bb-4ac1-95e3-2f29075ecc58,38.7047556,-9.202684802,Portugal,Lisbon,MCF,MCF,LWAL,LWAL,CDL,CDN,2,2,RES,COM,BP2,BP1,RSH2,RSH1,RMT1,RMN,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7047556,-9.2026848&heading=310.6127075858444&pitch=5&fov=120"
78,975737c5-74a2-477a-992f-1d40fcc01817,38.69471913,-9.218922789,Portugal,Lisbon,CR,MCF,LFM,LWAL,CDM,CDM,3,3,RES,RES,BPD,BP1,RSH1,RSH1,RMN,RMN,CR/LFM/CDM/H:3/BPD/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69471913,-9.21892279&heading=1.6750908854401132&pitch=5&fov=120"
79,abdf6a4e-e66f-4bba-838e-1b3f86e5071e,38.69630168,-9.216156622,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDN,2,2,RES,RES,BP2,BPD,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69630168,-9.21615662&heading=80.27298872810638&pitch=5&fov=120"
80,02d4cfab-e561-4afc-81eb-8c29e1497459,38.69779885,-9.216961453,Portugal,Lisbon,MCF,MCF,LWAL,LWAL,CDL,CDN,2,2,RES,RES,BP2,BPD,RSH2,RSH1,RMT1,RMN,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69779885,-9.21696145&heading=270.3263129499336&pitch=5&fov=120"
81,151e8118-91fe-4921-81f5-43a887cd1ad3,38.69963015,-9.20468182,Portugal,Lisbon,CR,MUR,LFINF,LWAL,CDM,CDL,2,2,RES,RES,BPD,BP2,RSH3,RSH2,RMT1,RMT1,CR/LFINF/CDM/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69963015,-9.20468182&heading=303.58273557248367&pitch=5&fov=120"
82,73150779-2b04-4a4c-90d6-214688b723a2,38.7006823,-9.22030752,Portugal,Lisbon,CR,,LFINF,,CDM,,2,,RES,,BPD,,RSH3,,RMT1,,CR/LFINF/CDM/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7006823,-9.22030752&heading=301.72877609602097&pitch=5&fov=120"
83,d465d7a5-1a76-41e0-8cf6-dbbafb29ff29,38.69799977,-9.216605536,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDL,3,3,RES,RES,BP2,BP2,RSH2,RSH1,RMT1,RMN,MCF/LWAL/CDL/H:3/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69799977,-9.21660554&heading=359.20867977319983&pitch=5&fov=120"
